Designator,Mid X,Mid Y,Layer,Rotation
C108,94.0,14.0,Top,0
C109,96.0,14.0,Top,0
C110,98.0,14.0,Top,0
C111,100.0,14.0,Top,0
C112,102.0,14.0,Top,0
C113,104.0,14.0,Top,0
C114,106.0,14.0,Top,0
C115,108.0,14.0,Top,0
C116,10.0,16.0,Top,0
C117,12.0,16.0,Top,0
C118,14.0,16.0,Top,0
C119,16.0,16.0,Top,0
C120,18.0,16.0,Top,0
C121,20.0,16.0,Top,0
C122,22.0,16.0,Top,0
C123,24.0,16.0,Top,0
C124,26.0,16.0,Top,0
C125,28.0,16.0,Top,0
C126,30.0,16.0,Top,0
C127,32.0,16.0,Top,0
C128,34.0,16.0,Top,0
C129,36.0,16.0,Top,0
C130,38.0,16.0,Top,0
C131,40.0,16.0,Top,0
C132,42.0,16.0,Top,0
C133,44.0,16.0,Top,0
C134,46.0,16.0,Top,0
C135,48.0,16.0,Top,0
C136,50.0,16.0,Top,0
C137,52.0,16.0,Top,0
C138,54.0,16.0,Top,0
C139,56.0,16.0,Top,0
C140,58.0,16.0,Top,0
C141,60.0,16.0,Top,0
C142,62.0,16.0,Top,0
C143,64.0,16.0,Top,0
C144,66.0,16.0,Top,0
C145,68.0,16.0,Top,0
C146,70.0,16.0,Top,0
C147,72.0,16.0,Top,0
C148,74.0,16.0,Top,0
C149,76.0,16.0,Top,0
C150,78.0,16.0,Top,0
C151,80.0,16.0,Top,0
C152,82.0,16.0,Top,0
C153,84.0,16.0,Top,0
C154,86.0,16.0,Top,0
C155,88.0,16.0,Top,0
C156,90.0,16.0,Top,0
C157,92.0,16.0,Top,0
C158,94.0,16.0,Top,0
C159,96.0,16.0,Top,0
C160,98.0,16.0,Top,0
C161,100.0,16.0,Top,0
C162,102.0,16.0,Top,0
C163,104.0,16.0,Top,0
C164,106.0,16.0,Top,0
C165,108.0,16.0,Top,0
C166,10.0,18.0,Top,0
C167,12.0,18.0,Top,0
C168,14.0,18.0,Top,0
C169,16.0,18.0,Top,0
C170,18.0,18.0,Top,0
C171,20.0,18.0,Top,0
C172,22.0,18.0,Top,0
C173,24.0,18.0,Top,0
C174,26.0,18.0,Top,0
C175,28.0,18.0,Top,0
C176,30.0,18.0,Top,0
C177,32.0,18.0,Top,0
C178,34.0,18.0,Top,0
C179,36.0,18.0,Top,0
C180,38.0,18.0,Top,0
C181,40.0,18.0,Top,0
C182,42.0,18.0,Top,0
C183,44.0,18.0,Top,0
C184,46.0,18.0,Top,0
C185,48.0,18.0,Top,0
C186,50.0,18.0,Top,0
C187,52.0,18.0,Top,0
C188,54.0,18.0,Top,0
C189,56.0,18.0,Top,0
C190,58.0,18.0,Top,0
C191,60.0,18.0,Top,0
C192,62.0,18.0,Top,0
C193,64.0,18.0,Top,0
C194,66.0,18.0,Top,0
C195,68.0,18.0,Top,0
C196,70.0,18.0,Top,0
C197,72.0,18.0,Top,0
C198,74.0,18.0,Top,0
C199,76.0,18.0,Top,0
C200,78.0,18.0,Top,0
C201,80.0,18.0,Top,0
C202,82.0,18.0,Top,0
C203,84.0,18.0,Top,0
C204,86.0,18.0,Top,0
C205,88.0,18.0,Top,0
C206,90.0,18.0,Top,0
C207,92.0,18.0,Top,0
C208,94.0,18.0,Top,0
C209,96.0,18.0,Top,0
C210,98.0,18.0,Top,0
C211,100.0,18.0,Top,0
C212,102.0,18.0,Top,0
C213,104.0,18.0,Top,0
C214,106.0,18.0,Top,0
C215,108.0,18.0,Top,0
C216,10.0,20.0,Top,0
C217,12.0,20.0,Top,0
C218,14.0,20.0,Top,0
C219,16.0,20.0,Top,0
C220,18.0,20.0,Top,0
C221,20.0,20.0,Top,0
C222,22.0,20.0,Top,0
C223,24.0,20.0,Top,0
C224,26.0,20.0,Top,0
C225,28.0,20.0,Top,0
C226,30.0,20.0,Top,0
C227,32.0,20.0,Top,0
C228,34.0,20.0,Top,0
C229,36.0,20.0,Top,0
C230,38.0,20.0,Top,0
C231,40.0,20.0,Top,0
C232,42.0,20.0,Top,0
C233,44.0,20.0,Top,0
C234,46.0,20.0,Top,0
C235,48.0,20.0,Top,0
C236,50.0,20.0,Top,0
C237,52.0,20.0,Top,0
C238,54.0,20.0,Top,0
C239,56.0,20.0,Top,0
C240,58.0,20.0,Top,0
C241,60.0,20.0,Top,0
C242,62.0,20.0,Top,0
C243,64.0,20.0,Top,0
C244,66.0,20.0,Top,0
C245,68.0,20.0,Top,0
C246,70.0,20.0,Top,0
C247,72.0,20.0,Top,0
C248,74.0,20.0,Top,0
C249,76.0,20.0,Top,0
C250,78.0,20.0,Top,0
C251,80.0,20.0,Top,0
C252,82.0,20.0,Top,0
C253,84.0,20.0,Top,0
C254,86.0,20.0,Top,0
C255,88.0,20.0,Top,0
C256,90.0,20.0,Top,0
C257,92.0,20.0,Top,0
C258,94.0,20.0,Top,0
C259,96.0,20.0,Top,0
C260,98.0,20.0,Top,0
C261,100.0,20.0,Top,0
C262,102.0,20.0,Top,0
C263,104.0,20.0,Top,0
C264,106.0,20.0,Top,0
C265,108.0,20.0,Top,0
C266,10.0,22.0,Top,0
C267,12.0,22.0,Top,0
C268,14.0,22.0,Top,0
C269,16.0,22.0,Top,0
C270,18.0,22.0,Top,0
C271,20.0,22.0,Top,0
C272,22.0,22.0,Top,0
C273,24.0,22.0,Top,0
C274,26.0,22.0,Top,0
C275,28.0,22.0,Top,0
C276,30.0,22.0,Top,0
C277,32.0,22.0,Top,0
C278,34.0,22.0,Top,0
C279,36.0,22.0,Top,0
C280,38.0,22.0,Top,0
C281,40.0,22.0,Top,0
C282,42.0,22.0,Top,0
C283,44.0,22.0,Top,0
C284,46.0,22.0,Top,0
C285,48.0,22.0,Top,0
C286,50.0,22.0,Top,0
C287,52.0,22.0,Top,0
C288,54.0,22.0,Top,0
C289,56.0,22.0,Top,0
C290,58.0,22.0,Top,0
C291,60.0,22.0,Top,0
C292,62.0,22.0,Top,0
C293,64.0,22.0,Top,0
C294,66.0,22.0,Top,0
C295,68.0,22.0,Top,0
C296,70.0,22.0,Top,0
C297,72.0,22.0,Top,0
C298,74.0,22.0,Top,0
C299,76.0,22.0,Top,0
C300,78.0,22.0,Top,0
C301,80.0,22.0,Top,0
C302,82.0,22.0,Top,0
C303,84.0,22.0,Top,0
C304,86.0,22.0,Top,0
C305,88.0,22.0,Top,0
C306,90.0,22.0,Top,0
C307,92.0,22.0,Top,0
C308,94.0,22.0,Top,0
C309,96.0,22.0,Top,0
C310,98.0,22.0,Top,0
C311,100.0,22.0,Top,0
C312,102.0,22.0,Top,0
C313,104.0,22.0,Top,0
C314,106.0,22.0,Top,0
C315,108.0,22.0,Top,0
C316,10.0,24.0,Top,0
C317,12.0,24.0,Top,0
C318,14.0,24.0,Top,0
C319,16.0,24.0,Top,0
C320,18.0,24.0,Top,0
C321,20.0,24.0,Top,0
C322,22.0,24.0,Top,0
C323,24.0,24.0,Top,0
C324,26.0,24.0,Top,0
C325,28.0,24.0,Top,0
C326,30.0,24.0,Top,0
C327,32.0,24.0,Top,0
C328,34.0,24.0,Top,0
C329,36.0,24.0,Top,0
C330,38.0,24.0,Top,0
C331,40.0,24.0,Top,0
C332,42.0,24.0,Top,0
C333,44.0,24.0,Top,0
C334,46.0,24.0,Top,0
C335,48.0,24.0,Top,0
C336,50.0,24.0,Top,0
C337,52.0,24.0,Top,0
C338,54.0,24.0,Top,0
C339,56.0,24.0,Top,0
C340,58.0,24.0,Top,0
C341,60.0,24.0,Top,0
C342,62.0,24.0,Top,0
C343,64.0,24.0,Top,0
C344,66.0,24.0,Top,0
C345,68.0,24.0,Top,0
C346,70.0,24.0,Top,0
C347,72.0,24.0,Top,0
C348,74.0,24.0,Top,0
C349,76.0,24.0,Top,0
C350,78.0,24.0,Top,0
C351,80.0,24.0,Top,0
C352,82.0,24.0,Top,0
C353,84.0,24.0,Top,0
C354,86.0,24.0,Top,0
C355,88.0,24.0,Top,0
C356,90.0,24.0,Top,0
C357,92.0,24.0,Top,0
C358,94.0,24.0,Top,0
C359,96.0,24.0,Top,0
C360,98.0,24.0,Top,0
C361,100.0,24.0,Top,0
C362,102.0,24.0,Top,0
C363,104.0,24.0,Top,0
C364,106.0,24.0,Top,0
C365,108.0,24.0,Top,0
C366,10.0,26.0,Top,0
C367,12.0,26.0,Top,0
C368,14.0,26.0,Top,0
C369,16.0,26.0,Top,0
C370,18.0,26.0,Top,0
C371,20.0,26.0,Top,0
C372,22.0,26.0,Top,0
C373,24.0,26.0,Top,0
C374,26.0,26.0,Top,0
C375,28.0,26.0,Top,0
C376,30.0,26.0,Top,0
C377,32.0,26.0,Top,0
C378,34.0,26.0,Top,0
C379,36.0,26.0,Top,0
C380,38.0,26.0,Top,0
C381,40.0,26.0,Top,0
C382,42.0,26.0,Top,0
C383,44.0,26.0,Top,0
C384,46.0,26.0,Top,0
C385,48.0,26.0,Top,0
C386,50.0,26.0,Top,0
C387,52.0,26.0,Top,0
C388,54.0,26.0,Top,0
C389,56.0,26.0,Top,0
C390,58.0,26.0,Top,0
C391,60.0,26.0,Top,0
C392,62.0,26.0,Top,0
C393,64.0,26.0,Top,0
C394,66.0,26.0,Top,0
C395,68.0,26.0,Top,0
C396,70.0,26.0,Top,0
C397,72.0,26.0,Top,0
C398,74.0,26.0,Top,0
C399,76.0,26.0,Top,0
C400,78.0,26.0,Top,0
C401,80.0,26.0,Top,0
C402,82.0,26.0,Top,0
C403,84.0,26.0,Top,0
C404,86.0,26.0,Top,0
C405,88.0,26.0,Top,0
C406,90.0,26.0,Top,0
C407,92.0,26.0,Top,0
C408,94.0,26.0,Top,0
C409,96.0,26.0,Top,0
C410,98.0,26.0,Top,0
C411,100.0,26.0,Top,0
C412,102.0,26.0,Top,0
C413,104.0,26.0,Top,0
C414,106.0,26.0,Top,0
C415,108.0,26.0,Top,0
C416,10.0,28.0,Top,0
C417,12.0,28.0,Top,0
C418,14.0,28.0,Top,0
C419,16.0,28.0,Top,0
C420,18.0,28.0,Top,0
C421,20.0,28.0,Top,0
C422,22.0,28.0,Top,0
C423,24.0,28.0,Top,0
C424,26.0,28.0,Top,0
C425,28.0,28.0,Top,0
C426,30.0,28.0,Top,0
C427,32.0,28.0,Top,0
C428,34.0,28.0,Top,0
C429,36.0,28.0,Top,0
C430,38.0,28.0,Top,0
C431,40.0,28.0,Top,0
C432,42.0,28.0,Top,0
C433,44.0,28.0,Top,0
C434,46.0,28.0,Top,0
C435,48.0,28.0,Top,0
C436,50.0,28.0,Top,0
C437,52.0,28.0,Top,0
C438,54.0,28.0,Top,0
C439,56.0,28.0,Top,0
C440,58.0,28.0,Top,0
C441,60.0,28.0,Top,0
C442,62.0,28.0,Top,0
C443,64.0,28.0,Top,0
C444,66.0,28.0,Top,0
C445,68.0,28.0,Top,0
C446,70.0,28.0,Top,0
C447,72.0,28.0,Top,0
C448,74.0,28.0,Top,0
C449,76.0,28.0,Top,0
C450,78.0,28.0,Top,0
C451,80.0,28.0,Top,0
C452,82.0,28.0,Top,0
C453,84.0,28.0,Top,0
C454,86.0,28.0,Top,0
C455,88.0,28.0,Top,0
C456,90.0,28.0,Top,0
C457,92.0,28.0,Top,0
C458,94.0,28.0,Top,0
C459,96.0,28.0,Top,0
C460,98.0,28.0,Top,0
C461,100.0,28.0,Top,0
C462,102.0,28.0,Top,0
C463,104.0,28.0,Top,0
C464,106.0,28.0,Top,0
C465,108.0,28.0,Top,0
C466,10.0,30.0,Top,0
C467,12.0,30.0,Top,0
C468,14.0,30.0,Top,0
C469,16.0,30.0,Top,0
C470,18.0,30.0,Top,0
C471,20.0,30.0,Top,0
C472,22.0,30.0,Top,0
C473,24.0,30.0,Top,0
C474,26.0,30.0,Top,0
C475,28.0,30.0,Top,0
C476,30.0,30.0,Top,0
C477,32.0,30.0,Top,0
C478,34.0,30.0,Top,0
C479,36.0,30.0,Top,0
C480,38.0,30.0,Top,0
C481,40.0,30.0,Top,0
C482,42.0,30.0,Top,0
C483,44.0,30.0,Top,0
C484,46.0,30.0,Top,0
C485,48.0,30.0,Top,0
C486,50.0,30.0,Top,0
C487,52.0,30.0,Top,0
C488,54.0,30.0,Top,0
C489,56.0,30.0,Top,0
C490,58.0,30.0,Top,0
C491,60.0,30.0,Top,0
C492,62.0,30.0,Top,0
C493,64.0,30.0,Top,0
C494,66.0,30.0,Top,0
C495,68.0,30.0,Top,0
C496,70.0,30.0,Top,0
C497,72.0,30.0,Top,0
C498,74.0,30.0,Top,0
C499,76.0,30.0,Top,0
C500,78.0,30.0,Top,0
C501,80.0,30.0,Top,0
C502,82.0,30.0,Top,0
C503,84.0,30.0,Top,0
C504,86.0,30.0,Top,0
C505,88.0,30.0,Top,0
C506,90.0,30.0,Top,0
C507,92.0,30.0,Top,0
C508,94.0,30.0,Top,0
C509,96.0,30.0,Top,0
C510,98.0,30.0,Top,0
C511,100.0,30.0,Top,0
C512,102.0,30.0,Top,0
C513,104.0,30.0,Top,0
C514,106.0,30.0,Top,0
C515,108.0,30.0,Top,0
C516,10.0,32.0,Top,0
C517,12.0,32.0,Top,0
C518,14.0,32.0,Top,0
C519,16.0,32.0,Top,0
C520,18.0,32.0,Top,0
C521,20.0,32.0,Top,0
C522,22.0,32.0,Top,0
C523,24.0,32.0,Top,0
C524,26.0,32.0,Top,0
C525,28.0,32.0,Top,0
C526,30.0,32.0,Top,0
C527,32.0,32.0,Top,0
C528,34.0,32.0,Top,0
C529,36.0,32.0,Top,0
C530,38.0,32.0,Top,0
C531,40.0,32.0,Top,0
C532,42.0,32.0,Top,0
C533,44.0,32.0,Top,0
C534,46.0,32.0,Top,0
C535,48.0,32.0,Top,0
C536,50.0,32.0,Top,0
C537,52.0,32.0,Top,0
C538,54.0,32.0,Top,0
C539,56.0,32.0,Top,0
C540,58.0,32.0,Top,0
C541,60.0,32.0,Top,0
C542,62.0,32.0,Top,0
C543,64.0,32.0,Top,0
C544,66.0,32.0,Top,0
C545,68.0,32.0,Top,0
C546,70.0,32.0,Top,0
C547,72.0,32.0,Top,0
C548,74.0,32.0,Top,0
C549,76.0,32.0,Top,0
C550,78.0,32.0,Top,0
C551,80.0,32.0,Top,0
C552,82.0,32.0,Top,0
C553,84.0,32.0,Top,0
C554,86.0,32.0,Top,0
C555,88.0,32.0,Top,0
C556,90.0,32.0,Top,0
C557,92.0,32.0,Top,0
C558,94.0,32.0,Top,0
C559,96.0,32.0,Top,0
C560,98.0,32.0,Top,0
C561,100.0,32.0,Top,0
C562,102.0,32.0,Top,0
C563,104.0,32.0,Top,0
C564,106.0,32.0,Top,0
C565,108.0,32.0,Top,0
C566,10.0,34.0,Top,0
C567,12.0,34.0,Top,0
C568,14.0,34.0,Top,0
C569,16.0,34.0,Top,0
C570,18.0,34.0,Top,0
C571,20.0,34.0,Top,0
C572,22.0,34.0,Top,0
C573,24.0,34.0,Top,0
C574,26.0,34.0,Top,0
C575,28.0,34.0,Top,0
C576,30.0,34.0,Top,0
C577,32.0,34.0,Top,0
C578,34.0,34.0,Top,0
C579,36.0,34.0,Top,0
C580,38.0,34.0,Top,0
C581,40.0,34.0,Top,0
C582,42.0,34.0,Top,0
C583,44.0,34.0,Top,0
C584,46.0,34.0,Top,0
C585,48.0,34.0,Top,0
C586,50.0,34.0,Top,0
C587,52.0,34.0,Top,0
C588,54.0,34.0,Top,0
C589,56.0,34.0,Top,0
C590,58.0,34.0,Top,0
C591,60.0,34.0,Top,0
C592,62.0,34.0,Top,0
C593,64.0,34.0,Top,0
C594,66.0,34.0,Top,0
C595,68.0,34.0,Top,0
C596,70.0,34.0,Top,0
C597,72.0,34.0,Top,0
C598,74.0,34.0,Top,0
C599,76.0,34.0,Top,0
C600,78.0,34.0,Top,0
C601,80.0,34.0,Top,0
C602,82.0,34.0,Top,0
C603,84.0,34.0,Top,0
C604,86.0,34.0,Top,0
C605,88.0,34.0,Top,0
C606,90.0,34.0,Top,0
C607,92.0,34.0,Top,0
C608,94.0,34.0,Top,0
C609,96.0,34.0,Top,0
C610,98.0,34.0,Top,0
C611,100.0,34.0,Top,0
C612,102.0,34.0,Top,0
C613,104.0,34.0,Top,0
C614,106.0,34.0,Top,0
C615,108.0,34.0,Top,0
C616,10.0,36.0,Top,0
C617,12.0,36.0,Top,0
C618,14.0,36.0,Top,0
C619,16.0,36.0,Top,0
C620,18.0,36.0,Top,0
C621,20.0,36.0,Top,0
C622,22.0,36.0,Top,0
C623,24.0,36.0,Top,0
C624,26.0,36.0,Top,0
C625,28.0,36.0,Top,0
C626,30.0,36.0,Top,0
C627,32.0,36.0,Top,0
C628,34.0,36.0,Top,0
C629,36.0,36.0,Top,0
C630,38.0,36.0,Top,0
C631,40.0,36.0,Top,0
C632,42.0,36.0,Top,0
C633,44.0,36.0,Top,0
C634,46.0,36.0,Top,0
C635,48.0,36.0,Top,0
C636,50.0,36.0,Top,0
C637,52.0,36.0,Top,0
C638,54.0,36.0,Top,0
C639,56.0,36.0,Top,0
C640,58.0,36.0,Top,0
C641,60.0,36.0,Top,0
C642,62.0,36.0,Top,0
C643,64.0,36.0,Top,0
C644,66.0,36.0,Top,0
C645,68.0,36.0,Top,0
C646,70.0,36.0,Top,0
C647,72.0,36.0,Top,0
C648,74.0,36.0,Top,0
C649,76.0,36.0,Top,0
C650,78.0,36.0,Top,0
C651,80.0,36.0,Top,0
C652,82.0,36.0,Top,0
C653,84.0,36.0,Top,0
C654,86.0,36.0,Top,0
C655,88.0,36.0,Top,0
C656,90.0,36.0,Top,0
C657,92.0,36.0,Top,0
C658,94.0,36.0,Top,0
C659,96.0,36.0,Top,0
C660,98.0,36.0,Top,0
C661,100.0,36.0,Top,0
C662,102.0,36.0,Top,0
C663,104.0,36.0,Top,0
C664,106.0,36.0,Top,0
C665,108.0,36.0,Top,0
C666,10.0,38.0,Top,0
C667,12.0,38.0,Top,0
C668,14.0,38.0,Top,0
C669,16.0,38.0,Top,0
C670,18.0,38.0,Top,0
C671,20.0,38.0,Top,0
C672,22.0,38.0,Top,0
C673,24.0,38.0,Top,0
C674,26.0,38.0,Top,0
C675,28.0,38.0,Top,0
C676,30.0,38.0,Top,0
C677,32.0,38.0,Top,0
C678,34.0,38.0,Top,0
C679,36.0,38.0,Top,0
C680,38.0,38.0,Top,0
C681,40.0,38.0,Top,0
C682,42.0,38.0,Top,0
C683,44.0,38.0,Top,0
C684,46.0,38.0,Top,0
C685,48.0,38.0,Top,0
C686,50.0,38.0,Top,0
C687,52.0,38.0,Top,0
C688,54.0,38.0,Top,0
C689,56.0,38.0,Top,0
C690,58.0,38.0,Top,0
C691,60.0,38.0,Top,0
C692,62.0,38.0,Top,0
C693,64.0,38.0,Top,0
C694,66.0,38.0,Top,0
C695,68.0,38.0,Top,0
C696,70.0,38.0,Top,0
C697,72.0,38.0,Top,0
C698,74.0,38.0,Top,0
C699,76.0,38.0,Top,0
C700,78.0,38.0,Top,0
C701,80.0,38.0,Top,0
C702,82.0,38.0,Top,0
C703,84.0,38.0,Top,0
C704,86.0,38.0,Top,0
C705,88.0,38.0,Top,0
C706,90.0,38.0,Top,0
C707,92.0,38.0,Top,0
C708,94.0,38.0,Top,0
C709,96.0,38.0,Top,0
C710,98.0,38.0,Top,0
C711,100.0,38.0,Top,0
C712,102.0,38.0,Top,0
C713,104.0,38.0,Top,0
C714,106.0,38.0,Top,0
C715,108.0,38.0,Top,0
C716,10.0,40.0,Top,0
C717,12.0,40.0,Top,0
C718,14.0,40.0,Top,0
C719,16.0,40.0,Top,0
C720,18.0,40.0,Top,0
C721,20.0,40.0,Top,0
C722,22.0,40.0,Top,0
C723,24.0,40.0,Top,0
C724,26.0,40.0,Top,0
C725,28.0,40.0,Top,0
C726,30.0,40.0,Top,0
C727,32.0,40.0,Top,0
C728,34.0,40.0,Top,0
C729,36.0,40.0,Top,0
C730,38.0,40.0,Top,0
C731,40.0,40.0,Top,0
C732,42.0,40.0,Top,0
C733,44.0,40.0,Top,0
C734,46.0,40.0,Top,0
C735,48.0,40.0,Top,0
C736,50.0,40.0,Top,0
C737,52.0,40.0,Top,0
C738,54.0,40.0,Top,0
C739,56.0,40.0,Top,0
C740,58.0,40.0,Top,0
C741,60.0,40.0,Top,0
C742,62.0,40.0,Top,0
C743,64.0,40.0,Top,0
C744,66.0,40.0,Top,0
C745,68.0,40.0,Top,0
C746,70.0,40.0,Top,0
C747,72.0,40.0,Top,0
C748,74.0,40.0,Top,0
C749,76.0,40.0,Top,0
C750,78.0,40.0,Top,0
C751,80.0,40.0,Top,0
C752,82.0,40.0,Top,0
C753,84.0,40.0,Top,0
C754,86.0,40.0,Top,0
C755,88.0,40.0,Top,0
C756,90.0,40.0,Top,0
C757,92.0,40.0,Top,0
C758,94.0,40.0,Top,0
C759,96.0,40.0,Top,0
C760,98.0,40.0,Top,0
C761,100.0,40.0,Top,0
C762,102.0,40.0,Top,0
C763,104.0,40.0,Top,0
C764,106.0,40.0,Top,0
C765,108.0,40.0,Top,0
C766,10.0,42.0,Top,0
C767,12.0,42.0,Top,0
C768,14.0,42.0,Top,0
C769,16.0,42.0,Top,0
C770,18.0,42.0,Top,0
C771,20.0,42.0,Top,0
C772,22.0,42.0,Top,0
C773,24.0,42.0,Top,0
C774,26.0,42.0,Top,0
C775,28.0,42.0,Top,0
C776,30.0,42.0,Top,0
C777,32.0,42.0,Top,0
C778,34.0,42.0,Top,0
C779,36.0,42.0,Top,0
C780,38.0,42.0,Top,0
C781,40.0,42.0,Top,0
C782,42.0,42.0,Top,0
C783,44.0,42.0,Top,0
C784,46.0,42.0,Top,0
C785,48.0,42.0,Top,0
C786,50.0,42.0,Top,0
C787,52.0,42.0,Top,0
C788,54.0,42.0,Top,0
C789,56.0,42.0,Top,0
C790,58.0,42.0,Top,0
C791,60.0,42.0,Top,0
C792,62.0,42.0,Top,0
C793,64.0,42.0,Top,0
C794,66.0,42.0,Top,0
C795,68.0,42.0,Top,0
C796,70.0,42.0,Top,0
C797,72.0,42.0,Top,0
C798,74.0,42.0,Top,0
C799,76.0,42.0,Top,0
C800,78.0,42.0,Top,0
C801,80.0,42.0,Top,0
C802,82.0,42.0,Top,0
C803,84.0,42.0,Top,0
C804,86.0,42.0,Top,0
C805,88.0,42.0,Top,0
C806,90.0,42.0,Top,0
C807,92.0,42.0,Top,0
C808,94.0,42.0,Top,0
C809,96.0,42.0,Top,0
C810,98.0,42.0,Top,0
C811,100.0,42.0,Top,0
C812,102.0,42.0,Top,0
C813,104.0,42.0,Top,0
C814,106.0,42.0,Top,0
C815,108.0,42.0,Top,0
C816,10.0,44.0,Top,0
C817,12.0,44.0,Top,0
C818,14.0,44.0,Top,0
C819,16.0,44.0,Top,0
C820,18.0,44.0,Top,0
C821,20.0,44.0,Top,0
C822,22.0,44.0,Top,0
C823,24.0,44.0,Top,0
C824,26.0,44.0,Top,0
C825,28.0,44.0,Top,0
C826,30.0,44.0,Top,0
C827,32.0,44.0,Top,0
C828,34.0,44.0,Top,0
C829,36.0,44.0,Top,0
C830,38.0,44.0,Top,0
C831,40.0,44.0,Top,0
C832,42.0,44.0,Top,0
C833,44.0,44.0,Top,0
C834,46.0,44.0,Top,0
C835,48.0,44.0,Top,0
C836,50.0,44.0,Top,0
